job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI02057,AI Platform Engineer,81521,EUR,SE,FL,France,L,France,0,"Linux, Kubernetes, SQL, Docker, Git",Master,1,Media,2025-04-13,2025-05-11,1555,8.4,Advanced Robotics
AI02058,ML Ops Engineer,75284,GBP,EN,FT,United Kingdom,S,United Kingdom,66,"PyTorch, Docker, TensorFlow",Master,1,Telecommunications,2024-10-01,2024-12-08,1156,8.3,Machine Intelligence Group
AI02059,Trust & Safety Engineer,73434,EUR,MI,FT,France,S,Spain,52,"Git, Python, SQL",Associate,2,Automotive,2024-10-12,2024-11-07,1528,7.8,Advanced Robotics
AI02060,Machine Learning Researcher,96481,EUR,EX,PT,Netherlands,L,Canada,38,"Python, Academic Writing, Machine Learning, Experimentation, Statistics",Master,4,Transportation,2024-07-06,2024-07-22,1169,8.5,Quantum Computing Inc
AI02061,Algorithm Engineer,58662,USD,SE,FT,India,L,India,34,"Docker, AWS, Linux",Bachelor,0,Gaming,2025-03-24,2025-04-29,1365,9.3,Algorithmic Solutions
AI02062,Computer Vision Engineer,95802,USD,EN,PT,Australia,S,Australia,100,"Git, CI/CD, SQL, AWS",Master,4,Consulting,2025-03-15,2025-05-16,1510,10.0,Future Systems
AI02063,AI Simulation Engineer,214954,USD,SE,FT,Switzerland,L,Switzerland,100,"CI/CD, Linux, AWS, PyTorch",Bachelor,9,Finance,2024-09-11,2024-10-10,1216,5.3,Autonomous Tech
AI02064,Research Scientist,62455,USD,SE,CT,Singapore,S,Singapore,35,"Data Analysis, Deep Learning, Research, Experiment Design, Python",PhD,1,Finance,2025-03-31,2025-05-31,1795,6.0,Future Systems
AI02065,AI Strategy Lead,104298,USD,SE,FL,Norway,L,Norway,100,"Python, Data Analysis, Linux, AWS, Machine Learning",Bachelor,1,Education,2025-01-09,2025-02-22,2090,6.3,Algorithmic Solutions
AI02066,AI Specialist,143439,USD,EN,CT,Spain,M,Spain,65,"SQL, Machine Learning, Python, AWS, Linux",Associate,19,Telecommunications,2024-03-07,2024-03-26,1355,5.1,DeepTech Ventures
AI02067,Data Scientist,206799,USD,EX,PT,Denmark,L,Denmark,60,"Statistics, Python, Data Analysis, Deep Learning",Bachelor,11,Retail,2025-01-19,2025-03-20,2341,7.4,TechCorp Inc
AI02068,AI Architect,57834,USD,SE,PT,China,S,Ireland,87,"Kubernetes, Microservices, Cloud Architecture, Security",Master,4,Healthcare,2024-03-15,2024-05-04,2136,7.9,Machine Intelligence Group
AI02069,AI Specialist,142943,USD,EN,PT,Singapore,S,France,55,"Python, Data Analysis, SQL, Machine Learning, AWS",PhD,16,Gaming,2024-06-24,2024-07-31,1437,10.0,Predictive Systems
AI02070,AI Architect,71727,USD,MI,CT,Canada,M,Austria,88,"Microservices, Security, AWS, Cloud Architecture",Associate,3,Healthcare,2025-01-23,2025-03-16,2235,8.5,Machine Intelligence Group
AI02071,Data Engineer,86617,EUR,EN,FL,France,S,France,0,"TensorFlow, Linux, AWS",Master,3,Transportation,2024-09-26,2024-12-01,1200,8.8,Algorithmic Solutions
AI02072,AI Product Manager,108328,GBP,EN,FL,United Kingdom,M,Spain,100,"Agile, Strategy, Project Management, Leadership",Bachelor,8,Consulting,2024-03-22,2024-05-10,1504,6.0,AI Innovations
AI02073,AI Architect,126251,USD,EN,FT,Denmark,M,Denmark,33,"Security, Kubernetes, Microservices",Bachelor,2,Automotive,2024-09-10,2024-11-09,1276,5.6,Cognitive Computing
AI02074,AI Product Manager,185710,USD,EN,PT,Canada,M,Canada,42,"Leadership, Roadmapping, Project Management, Agile, Stakeholder Communication",Associate,16,Automotive,2024-06-24,2024-07-10,2213,5.1,Advanced Robotics
AI02075,Research Scientist,46482,USD,SE,FT,Austria,L,Austria,1,"Research, Data Analysis, Deep Learning",PhD,1,Media,2024-11-03,2025-01-13,976,6.7,Neural Networks Co
AI02076,Head of AI,134622,EUR,MI,FT,Netherlands,L,Netherlands,2,"Machine Learning, Data Analysis, SQL, Linux, Python",Master,5,Energy,2024-04-07,2024-05-17,1451,7.1,AI Innovations
AI02077,AI Software Engineer,88820,USD,MI,PT,Australia,M,Australia,100,"Linux, CI/CD, SQL, Git",Associate,4,Energy,2024-02-15,2024-03-30,867,9.4,DeepTech Ventures
AI02078,Machine Learning Engineer,89651,USD,MI,CT,Ireland,L,Ireland,100,"Git, TensorFlow, CI/CD",Bachelor,3,Technology,2025-03-04,2025-05-02,1876,7.3,DeepTech Ventures
AI02079,Fraud Detection ML Engineer,42773,USD,EX,CT,India,L,India,99,"CI/CD, Kubernetes, Python, AWS",Master,0,Manufacturing,2024-11-30,2025-02-09,1229,8.2,Machine Intelligence Group
AI02080,Recommendation Systems Engineer,163627,EUR,MI,FL,Germany,S,Australia,13,"CI/CD, Python, SQL",Bachelor,16,Transportation,2024-08-23,2024-10-27,853,8.0,Algorithmic Solutions
AI02081,NLP Engineer,173394,USD,MI,CT,Spain,L,Spain,59,"SQL, Python, AWS, CI/CD",Bachelor,16,Media,2024-03-28,2024-05-05,533,10.0,Cognitive Computing
AI02082,Autonomous Systems Engineer,137302,USD,EN,CT,Singapore,L,Singapore,80,"SQL, TensorFlow, CI/CD",PhD,6,Telecommunications,2024-02-24,2024-04-22,1636,8.6,Future Systems
AI02083,AI Product Manager,158356,EUR,EN,FL,Netherlands,L,Netherlands,17,"Roadmapping, Strategy, Leadership, Project Management",PhD,7,Energy,2024-01-16,2024-02-16,680,6.3,Predictive Systems
AI02084,Principal Data Scientist,175292,USD,EN,CT,Denmark,L,Denmark,89,"Experiment Design, Statistics, Data Analysis",Master,7,Gaming,2025-04-03,2025-05-17,2224,6.7,Digital Transformation LLC
AI02085,Principal Data Scientist,51139,USD,MI,CT,Finland,M,Finland,100,"Data Analysis, Statistics, Python",PhD,4,Automotive,2024-08-31,2024-11-03,2431,6.0,Machine Intelligence Group
AI02086,Conversational AI Engineer,55369,USD,MI,FT,Spain,M,Spain,100,"TensorFlow, CI/CD, AWS, Python",PhD,0,Energy,2024-06-15,2024-07-29,1066,8.7,Quantum Computing Inc
AI02087,Model Evaluation Engineer,59232,GBP,MI,CT,United Kingdom,L,United Kingdom,14,"Linux, Python, Git, AWS, CI/CD",PhD,0,Energy,2025-01-15,2025-02-01,1131,6.0,Cognitive Computing
AI02088,Training Data Engineer,281230,EUR,SE,PT,Netherlands,L,Netherlands,17,"AWS, SQL, TensorFlow, Linux, Python",Associate,12,Media,2024-11-02,2025-01-07,1851,7.9,Smart Analytics
AI02089,Data Scientist,123881,USD,EN,CT,Switzerland,M,Switzerland,8,"Python, Research, Statistics",Master,3,Real Estate,2024-04-09,2024-06-08,1955,8.3,Neural Networks Co
AI02090,AI Software Engineer,119932,EUR,MI,CT,Germany,S,Germany,67,"Git, Python, CI/CD",Master,7,Technology,2024-07-17,2024-09-06,1574,6.0,Future Systems
AI02091,Research Scientist,95367,USD,EX,FT,South Korea,S,South Korea,0,"Deep Learning, Mathematics, Python",Associate,13,Technology,2024-05-23,2024-07-24,2317,6.9,Machine Intelligence Group
AI02092,AI Architect,84354,USD,MI,PT,India,S,Denmark,100,"System Design, AWS, Kubernetes, Cloud Architecture",Bachelor,5,Real Estate,2024-04-04,2024-04-23,2085,7.9,Algorithmic Solutions
AI02093,Machine Learning Researcher,72902,EUR,SE,FL,Netherlands,S,Germany,40,"Python, Academic Writing, Machine Learning",Bachelor,3,Retail,2024-09-14,2024-11-01,617,7.7,Smart Analytics
AI02094,ML Ops Engineer,175521,EUR,MI,FL,Netherlands,S,Netherlands,41,"Git, SQL, CI/CD, AWS",Associate,17,Media,2024-03-17,2024-04-07,1252,8.2,DataVision Ltd
AI02095,Data Analyst,159236,USD,EN,CT,Singapore,M,Japan,9,"Data Visualization, Python, Tableau",PhD,11,Education,2025-03-10,2025-05-15,1070,6.9,Future Systems
AI02096,AI Data Curator,79901,USD,EX,FT,China,S,Spain,20,"AWS, Linux, Python, Data Analysis, SQL",Master,8,Media,2024-08-22,2024-09-19,833,7.6,Smart Analytics
AI02097,Recommendation Systems Engineer,176817,USD,MI,CT,United States,S,Japan,10,"SQL, Git, Linux, AWS, PyTorch",PhD,11,Finance,2024-03-09,2024-05-21,1664,6.2,TechCorp Inc
AI02098,AI Research Scientist,53268,USD,EN,FT,Canada,S,South Korea,100,"Python, Research, PyTorch",Bachelor,0,Real Estate,2024-03-31,2024-05-15,2470,8.3,Cloud AI Solutions
AI02099,Data Engineer,61499,USD,MI,CT,India,S,United Kingdom,57,"PyTorch, CI/CD, AWS",Master,4,Healthcare,2024-06-17,2024-07-23,1088,9.5,DeepTech Ventures
AI02100,Deep Learning Engineer,41706,USD,EN,FT,India,L,India,54,"Kubernetes, PyTorch, Python",Master,0,Gaming,2024-12-29,2025-02-24,946,9.6,Future Systems
AI02101,Machine Learning Engineer,111750,EUR,MI,CT,France,L,Norway,69,"Kubernetes, Linux, Docker, AWS, Python",Associate,2,Education,2025-04-22,2025-06-17,1941,8.0,DataVision Ltd
AI02102,AI Consultant,267004,USD,MI,FL,United States,M,United States,86,"Linux, Data Analysis, Python, SQL, Machine Learning",Associate,16,Energy,2024-09-16,2024-11-18,1237,7.8,AI Innovations
AI02103,Computer Vision Engineer,78055,USD,EN,PT,India,L,India,100,"CI/CD, AWS, TensorFlow, Docker, PyTorch",Bachelor,4,Gaming,2024-07-28,2024-09-15,1789,8.1,Autonomous Tech
AI02104,Data Analyst,73620,EUR,SE,FL,Germany,L,Austria,67,"Python, Statistics, Tableau, SQL, Excel",Associate,1,Media,2024-12-22,2025-02-21,2418,8.3,Autonomous Tech
AI02105,Data Engineer,79330,EUR,EN,CT,Netherlands,M,Netherlands,37,"TensorFlow, Python, AWS, PyTorch",PhD,2,Retail,2024-07-05,2024-07-19,1086,8.5,Advanced Robotics
AI02106,Machine Learning Researcher,104963,USD,MI,FL,United States,M,United States,65,"Experimentation, Statistics, Python, Machine Learning",Bachelor,2,Manufacturing,2025-03-07,2025-05-16,1518,5.9,DeepTech Ventures
AI02107,AI Architect,39812,USD,SE,FT,Austria,S,Austria,0,"Kubernetes, System Design, Cloud Architecture",Associate,0,Technology,2024-08-27,2024-10-25,1547,5.0,DataVision Ltd
AI02108,NLP Engineer,73547,USD,MI,FL,India,M,India,94,"Git, CI/CD, AWS",PhD,7,Technology,2025-02-04,2025-04-04,1527,6.8,Quantum Computing Inc
AI02109,AI Research Scientist,214933,USD,SE,CT,Australia,L,Australia,0,"Mathematics, Experiment Design, Python, Data Analysis",Bachelor,15,Media,2024-10-31,2024-11-15,1922,8.3,Quantum Computing Inc
AI02110,Autonomous Systems Engineer,110142,USD,SE,FL,Finland,L,Netherlands,0,"Docker, PyTorch, TensorFlow, CI/CD",PhD,8,Manufacturing,2024-09-03,2024-10-16,2083,9.9,Digital Transformation LLC
AI02111,AI Product Manager,92154,GBP,SE,FL,United Kingdom,M,United Kingdom,2,"Strategy, Project Management, Leadership, Roadmapping, Agile",Bachelor,2,Media,2024-01-22,2024-03-17,1774,8.6,Future Systems
AI02112,Reinforcement Learning Engineer,158771,EUR,MI,FL,France,L,France,100,"PyTorch, CI/CD, Linux, Docker",Associate,13,Retail,2024-03-29,2024-04-26,960,9.3,Quantum Computing Inc
AI02113,Human-AI Interaction Researcher,133181,USD,SE,FL,Austria,L,Austria,100,"Academic Writing, Statistics, Machine Learning, Python",Master,18,Transportation,2024-06-07,2024-07-16,845,8.8,Predictive Systems
AI02114,Head of AI,55198,EUR,EN,FT,Netherlands,S,Netherlands,41,"Machine Learning, Data Analysis, Python, AWS, Linux",Bachelor,0,Government,2024-08-05,2024-08-25,897,5.8,Future Systems
AI02115,AI Product Manager,71941,USD,SE,FL,India,L,India,0,"Agile, Project Management, Roadmapping",PhD,2,Real Estate,2024-08-09,2024-09-05,671,9.2,Smart Analytics
AI02116,Deep Learning Engineer,99912,USD,MI,PT,Australia,M,Australia,62,"Linux, Kubernetes, PyTorch",Master,4,Gaming,2025-02-02,2025-04-16,1065,7.9,Digital Transformation LLC
AI02117,AI Specialist,51575,USD,EN,FT,China,S,China,0,"Python, SQL, Linux, AWS, Data Analysis",Master,3,Telecommunications,2025-03-08,2025-04-25,650,5.8,Quantum Computing Inc
AI02118,AI Specialist,112413,USD,MI,PT,China,S,China,87,"AWS, Data Analysis, Linux, Python, SQL",PhD,16,Automotive,2024-06-19,2024-08-17,1792,6.5,Digital Transformation LLC
AI02119,AI Software Engineer,250055,EUR,MI,FL,Germany,L,Germany,100,"Python, CI/CD, Linux",PhD,18,Transportation,2024-11-13,2024-12-04,1187,8.1,Future Systems
AI02120,AI Software Engineer,109315,USD,EX,FT,Sweden,M,United Kingdom,80,"Linux, Git, Docker, TensorFlow",Bachelor,9,Education,2024-03-26,2024-05-20,1392,5.4,Predictive Systems
AI02121,Autonomous Systems Engineer,101268,USD,EN,PT,Ireland,L,Ireland,52,"Docker, TensorFlow, AWS, Git",Bachelor,6,Transportation,2024-04-10,2024-06-08,1012,7.0,Advanced Robotics
AI02122,AI Strategy Lead,224346,USD,MI,FL,Norway,L,Norway,18,"Python, AWS, Data Analysis, SQL, Linux",Bachelor,7,Gaming,2025-03-01,2025-03-16,1029,8.8,Future Systems
AI02123,Human-AI Interaction Researcher,74411,USD,SE,PT,India,S,Switzerland,34,"Experimentation, Machine Learning, Statistics",Bachelor,5,Transportation,2025-04-23,2025-05-29,1568,6.0,DeepTech Ventures
AI02124,AI Consultant,167021,USD,SE,PT,Denmark,L,Denmark,67,"SQL, AWS, Machine Learning, Data Analysis, Python",PhD,3,Automotive,2024-12-20,2025-02-10,1350,6.2,DataVision Ltd
AI02125,Principal Data Scientist,116753,USD,MI,PT,Denmark,L,Denmark,100,"Statistics, Mathematics, PyTorch, Research",Master,0,Government,2025-01-31,2025-03-12,1221,7.4,Autonomous Tech
AI02126,AI Research Engineer,171379,EUR,SE,FL,Germany,L,Germany,47,"Python, AWS, Kubernetes, Docker, PyTorch",Master,17,Education,2024-12-17,2025-02-18,1111,7.2,Neural Networks Co
AI02127,Data Engineer,71768,USD,EN,FT,United States,S,United States,100,"Python, Kubernetes, TensorFlow, AWS, PyTorch",Bachelor,1,Gaming,2025-04-26,2025-05-27,2355,10.0,DataVision Ltd
AI02128,AI Architect,120248,USD,SE,CT,Switzerland,L,Switzerland,60,"Cloud Architecture, AWS, Microservices, Kubernetes, System Design",PhD,2,Transportation,2024-04-07,2024-06-15,2449,6.7,Cognitive Computing
AI02129,Data Analyst,134645,EUR,EN,FT,Netherlands,S,Netherlands,100,"Tableau, Power BI, Python, Statistics",PhD,5,Consulting,2024-07-20,2024-09-14,1914,8.4,Future Systems
AI02130,NLP Engineer,354055,USD,EN,PT,Denmark,L,Denmark,33,"TensorFlow, Git, Python",Associate,10,Transportation,2024-03-03,2024-04-18,2131,10.0,DataVision Ltd
AI02131,Research Scientist,160886,USD,EX,PT,India,L,India,46,"Mathematics, Python, Statistics, Experiment Design",PhD,18,Retail,2024-05-14,2024-06-20,2294,5.8,Quantum Computing Inc
AI02132,Trust & Safety Engineer,173279,USD,EX,PT,Sweden,L,Sweden,100,"AWS, CI/CD, Kubernetes, Linux, Python",Associate,12,Government,2025-02-12,2025-04-16,506,8.3,Autonomous Tech
AI02133,Machine Learning Engineer,102149,EUR,MI,CT,Germany,M,Germany,100,"Git, Docker, Linux",Associate,2,Transportation,2024-03-18,2024-04-04,925,8.1,Neural Networks Co
AI02134,Data Analyst,47164,USD,MI,CT,Ireland,S,Ireland,58,"Excel, Data Visualization, Python",Associate,0,Real Estate,2025-01-08,2025-03-05,2434,8.8,AI Innovations
AI02135,AI Product Manager,234019,USD,SE,FT,Sweden,L,Ireland,100,"Strategy, Project Management, Stakeholder Communication, Leadership, Agile",PhD,10,Gaming,2024-10-29,2024-12-09,1811,10.0,Machine Intelligence Group
AI02136,Fraud Detection ML Engineer,167584,USD,MI,FT,Norway,M,Norway,0,"Kubernetes, TensorFlow, PyTorch, CI/CD",PhD,8,Real Estate,2024-08-22,2024-09-12,818,9.4,Quantum Computing Inc
AI02137,Deep Learning Engineer,57532,USD,MI,CT,South Korea,M,South Korea,15,"Python, Git, Docker",PhD,4,Consulting,2024-07-03,2024-08-10,910,6.4,Cognitive Computing
AI02138,Machine Learning Researcher,63375,EUR,EN,CT,Germany,S,Canada,17,"Academic Writing, Machine Learning, Statistics",Associate,0,Consulting,2024-10-26,2024-12-21,673,6.1,AI Innovations
AI02139,AI Business Analyst,83360,USD,MI,PT,Singapore,L,Japan,69,"Power BI, Statistics, Excel",PhD,0,Real Estate,2024-01-24,2024-02-22,2010,6.0,Predictive Systems
AI02140,Data Engineer,76163,USD,EN,PT,Australia,L,South Korea,0,"Linux, AWS, PyTorch, CI/CD, Kubernetes",Associate,1,Telecommunications,2024-02-26,2024-04-05,874,9.0,Predictive Systems
AI02141,Deep Learning Engineer,112247,USD,MI,CT,Switzerland,L,United States,93,"PyTorch, Python, Git",Bachelor,1,Real Estate,2024-09-16,2024-10-07,2132,6.6,Neural Networks Co
AI02142,Deep Learning Engineer,287742,EUR,EN,FT,Germany,L,United Kingdom,0,"PyTorch, Docker, SQL, TensorFlow",Bachelor,15,Government,2025-01-07,2025-03-21,527,6.6,Predictive Systems
AI02143,Research Scientist,160402,EUR,SE,FT,Germany,S,Germany,60,"Research, Experiment Design, Data Analysis",PhD,14,Real Estate,2024-10-25,2025-01-02,1743,5.1,Predictive Systems
AI02144,AI DevOps Engineer,93891,USD,MI,FL,Sweden,L,Sweden,35,"Docker, Python, AWS, CI/CD",Master,0,Media,2024-02-24,2024-03-21,1326,7.2,Machine Intelligence Group
AI02145,AI Research Engineer,38234,USD,SE,FL,Finland,S,South Korea,54,"Kubernetes, PyTorch, AWS, SQL",Master,0,Transportation,2025-03-26,2025-04-15,1681,6.8,Smart Analytics
AI02146,Robotics Engineer,205943,EUR,SE,FT,Netherlands,M,India,0,"Docker, Python, SQL, TensorFlow",Master,14,Finance,2024-12-18,2025-01-09,1598,9.8,DeepTech Ventures
AI02147,AI Specialist,265502,USD,EN,CT,Switzerland,M,Switzerland,90,"Python, Machine Learning, Linux, AWS, SQL",Master,17,Transportation,2024-07-28,2024-08-19,1461,6.4,Quantum Computing Inc
AI02148,AI Specialist,207579,USD,EX,FL,Sweden,S,Singapore,36,"Python, SQL, Machine Learning, Linux, AWS",PhD,18,Telecommunications,2024-12-15,2025-02-17,1030,6.4,Advanced Robotics
AI02149,Data Scientist,159127,USD,SE,PT,Denmark,M,Denmark,0,"Statistics, Python, Deep Learning, Mathematics",Bachelor,7,Government,2024-01-01,2024-01-31,1981,6.2,DeepTech Ventures
AI02150,AI Product Manager,142746,USD,MI,PT,United States,L,United States,100,"Strategy, Leadership, Stakeholder Communication, Agile",Associate,8,Transportation,2024-05-11,2024-07-21,2434,6.9,Cognitive Computing
AI02151,AI Architect,42127,USD,MI,PT,Finland,L,Finland,63,"AWS, Security, System Design, Microservices",Master,1,Gaming,2025-04-20,2025-05-28,1896,8.9,Algorithmic Solutions
AI02152,ML Ops Engineer,126731,USD,EN,PT,Denmark,S,Denmark,43,"Docker, SQL, CI/CD, Linux, Git",Associate,9,Retail,2024-12-13,2024-12-30,2570,7.6,Future Systems
AI02153,Autonomous Systems Engineer,77728,USD,EN,FL,Austria,M,United States,0,"CI/CD, Python, PyTorch",Associate,2,Media,2024-10-14,2024-11-12,1202,8.0,Cloud AI Solutions
AI02154,AI Hardware Engineer,132604,USD,MI,FT,Singapore,S,Singapore,70,"Docker, Linux, AWS, Git, Python",PhD,13,Technology,2024-09-21,2024-10-11,2261,9.1,Future Systems
AI02155,AI Specialist,175333,USD,MI,FT,Finland,L,Finland,53,"SQL, AWS, Linux, Python, Data Analysis",Associate,11,Automotive,2024-01-29,2024-03-17,1488,5.5,DeepTech Ventures
AI02156,AI Research Scientist,122939,GBP,EN,PT,United Kingdom,S,United Kingdom,0,"Deep Learning, Experiment Design, PyTorch",Associate,6,Gaming,2024-05-11,2024-06-18,1696,9.8,Neural Networks Co
AI02157,Head of AI,90370,USD,EX,FL,Sweden,L,Sweden,95,"Linux, Machine Learning, Data Analysis, SQL, Python",PhD,0,Media,2024-07-21,2024-09-17,1176,9.6,Cognitive Computing
AI02158,AI Safety Researcher,86193,GBP,SE,CT,United Kingdom,L,United Kingdom,30,"Machine Learning, Experimentation, Academic Writing, Python",Master,0,Gaming,2024-12-24,2025-02-22,2438,9.4,DataVision Ltd
AI02159,AI Governance Manager,68088,USD,MI,PT,Australia,S,Australia,2,"Agile, Roadmapping, Strategy, Leadership, Project Management",Master,1,Automotive,2024-09-01,2024-10-15,888,7.2,Cloud AI Solutions
AI02160,Research Scientist,85940,EUR,SE,PT,Germany,S,Germany,3,"Python, Data Analysis, Mathematics, Deep Learning",Bachelor,3,Retail,2024-10-27,2024-12-23,2370,5.8,DeepTech Ventures
AI02161,Autonomous Systems Engineer,73134,USD,MI,PT,Japan,L,Sweden,100,"PyTorch, SQL, Docker",Associate,2,Finance,2024-01-10,2024-03-02,1466,6.1,Predictive Systems
AI02162,Data Analyst,74915,USD,EN,CT,Canada,S,France,9,"SQL, Python, Power BI",PhD,3,Manufacturing,2024-07-20,2024-08-04,747,7.8,Algorithmic Solutions
AI02163,Deep Learning Engineer,134379,USD,MI,FL,Norway,L,Finland,38,"Linux, Docker, SQL",PhD,4,Real Estate,2024-05-26,2024-07-26,1682,5.2,Future Systems
AI02164,AI UX Designer,212099,USD,EN,FT,Switzerland,M,Switzerland,98,"User Research, Figma, Usability Testing",Associate,7,Healthcare,2024-08-18,2024-09-24,1041,7.0,AI Innovations
AI02165,AI Governance Manager,240154,USD,MI,FL,United States,L,Switzerland,2,"Strategy, Leadership, Agile",Bachelor,12,Gaming,2025-01-23,2025-02-28,828,6.9,Digital Transformation LLC
AI02166,NLP Engineer,94184,USD,SE,FL,Canada,L,Canada,100,"Git, AWS, Kubernetes, Linux",Bachelor,4,Real Estate,2024-06-22,2024-08-26,1212,7.6,Digital Transformation LLC
AI02167,Principal Data Scientist,237018,USD,EN,FT,Norway,M,South Korea,86,"Mathematics, PyTorch, Experiment Design, Research, Data Analysis",Associate,12,Telecommunications,2025-03-18,2025-04-16,1416,9.3,Quantum Computing Inc
AI02168,Generative AI Engineer,81144,USD,EN,CT,Sweden,L,Sweden,1,"CI/CD, Linux, Docker, PyTorch",PhD,4,Gaming,2024-12-09,2025-01-31,1298,5.8,DeepTech Ventures
AI02169,Model Evaluation Engineer,121002,USD,EN,PT,India,L,Norway,10,"SQL, CI/CD, Kubernetes, AWS, Linux",PhD,5,Healthcare,2024-11-02,2025-01-07,1852,6.7,TechCorp Inc
AI02170,AI Product Manager,80724,USD,EN,CT,Australia,L,Spain,0,"Project Management, Leadership, Roadmapping, Stakeholder Communication",Associate,0,Energy,2024-08-12,2024-09-10,1959,9.5,Future Systems
AI02171,Data Analyst,165832,USD,EN,FT,Denmark,S,United States,100,"Python, SQL, Tableau",Bachelor,8,Retail,2024-04-21,2024-06-15,1676,8.8,Algorithmic Solutions
AI02172,NLP Engineer,65563,GBP,SE,FL,United Kingdom,S,United Kingdom,0,"SQL, Linux, CI/CD",PhD,0,Finance,2024-12-03,2024-12-17,2131,5.9,DeepTech Ventures
AI02173,NLP Engineer,111222,USD,EN,FT,Denmark,L,Denmark,87,"Python, AWS, Linux, Git, Docker",PhD,0,Consulting,2024-05-25,2024-06-29,1093,8.0,DeepTech Ventures
AI02174,AI Specialist,58698,USD,SE,CT,Finland,M,Finland,0,"Machine Learning, Linux, AWS, Data Analysis, SQL",Master,0,Retail,2024-09-07,2024-10-29,704,6.2,Digital Transformation LLC
AI02175,Head of AI,72505,EUR,EN,PT,France,L,France,100,"Python, Data Analysis, AWS, Machine Learning, SQL",Associate,0,Government,2024-08-23,2024-10-17,2365,7.8,Neural Networks Co
AI02176,ML Ops Engineer,223056,USD,MI,PT,Sweden,M,Sweden,32,"AWS, TensorFlow, Docker, Kubernetes, PyTorch",Associate,11,Education,2025-02-26,2025-04-07,2001,6.6,Predictive Systems
AI02177,AI Consultant,68942,USD,SE,FL,Austria,L,Austria,100,"SQL, Machine Learning, Python, Linux, Data Analysis",Associate,3,Healthcare,2024-01-18,2024-03-24,1278,5.8,Neural Networks Co
AI02178,AI Cloud Engineer,77640,USD,SE,FL,United States,L,Japan,0,"Python, SQL, Kubernetes",Master,1,Consulting,2025-01-23,2025-02-18,1419,9.4,Algorithmic Solutions
AI02179,Computational Scientist,134643,USD,MI,FL,Australia,M,Australia,100,"PyTorch, Research, Python",Master,8,Government,2024-05-18,2024-07-17,2281,6.7,Digital Transformation LLC
AI02180,AI UX Designer,55947,USD,MI,PT,China,S,China,1,"Usability Testing, User Research, Prototyping, Human Computer Interaction",Master,4,Retail,2024-11-03,2024-12-27,745,7.2,Neural Networks Co
AI02181,AI Architect,37667,USD,SE,PT,India,S,Denmark,52,"Kubernetes, System Design, AWS",Master,0,Gaming,2024-08-15,2024-10-13,2383,7.7,Smart Analytics
AI02182,Data Scientist,81812,USD,EN,FL,Spain,L,Spain,100,"Data Analysis, Deep Learning, PyTorch, Experiment Design, Statistics",Associate,3,Education,2024-02-04,2024-03-27,871,10.0,Algorithmic Solutions
AI02183,Computer Vision Engineer,66822,USD,EN,FT,Australia,S,Australia,68,"SQL, AWS, TensorFlow",PhD,0,Real Estate,2024-10-06,2024-11-25,1193,9.1,Algorithmic Solutions
AI02184,Research Scientist,93759,GBP,EN,CT,United Kingdom,L,United Kingdom,100,"Deep Learning, Data Analysis, Research, Mathematics, Python",PhD,3,Retail,2024-05-01,2024-06-22,1114,9.6,Machine Intelligence Group
AI02185,Data Scientist,70368,USD,EN,CT,Austria,M,China,45,"Python, Experiment Design, Data Analysis",Associate,4,Finance,2024-11-05,2024-12-02,2039,7.3,DeepTech Ventures
AI02186,Principal Data Scientist,215497,USD,MI,FT,Switzerland,M,Switzerland,0,"Experiment Design, PyTorch, Data Analysis",Associate,8,Technology,2024-08-01,2024-09-18,740,5.7,Algorithmic Solutions
AI02187,Fraud Detection ML Engineer,298274,USD,MI,FL,Norway,M,Norway,85,"SQL, CI/CD, Docker, Kubernetes, TensorFlow",Bachelor,12,Finance,2024-10-17,2024-12-25,736,8.2,Autonomous Tech
AI02188,ML Ops Engineer,126276,USD,EX,FT,Austria,S,Austria,43,"Docker, Linux, SQL, TensorFlow",Master,10,Consulting,2024-11-18,2024-12-13,2465,6.0,Neural Networks Co
AI02189,Data Analyst,54829,USD,EN,CT,Austria,S,Austria,90,"Statistics, Data Visualization, Power BI",PhD,4,Transportation,2024-12-16,2025-02-06,771,4.7,DataVision Ltd
AI02190,Data Engineer,41909,USD,SE,PT,Ireland,L,Ireland,100,"Kubernetes, AWS, SQL, Git, Python",Bachelor,1,Retail,2025-03-16,2025-04-27,1748,8.6,Autonomous Tech
AI02191,Generative AI Engineer,160646,USD,MI,CT,Sweden,L,Sweden,58,"Kubernetes, TensorFlow, CI/CD, SQL",Master,11,Automotive,2024-08-28,2024-10-10,1229,5.6,Digital Transformation LLC
AI02192,Data Engineer,70763,USD,EX,FL,Austria,S,Austria,68,"Linux, Python, Git, PyTorch, Kubernetes",Associate,7,Telecommunications,2024-02-23,2024-03-19,1935,8.8,Quantum Computing Inc
AI02193,AI Specialist,51450,USD,EX,FL,Japan,S,Ireland,37,"SQL, Python, AWS, Data Analysis, Machine Learning",PhD,1,Energy,2025-03-30,2025-05-22,2498,9.5,Cognitive Computing
